	claim	evidence	label
27	‘Fetvalar’ kitabında “Baldızıyla zina eden kişinin hanımı boş olur mu” sorusu yanıtlandı	Diyanet’e bağlı Din İşleri Yüksek Kurulu Başkanlığı’nın hazırladığı “Fetvalar” adlı kitabın 2015 basımının 871. Fetvasında baldızla zinaya girmenin nikahı sona erdirmeyeceği ifadesi yer almaktadır.	doğru
880	Bir Twitter hesabından 1 Nisan 2023 tarihinde yapılan paylaşımda Cumhurbaşkanlığı İletişim Başkanlığı’nın 7 aylık bir çalışma yayınladığı ve bu çalışmaya göre Cumhuriyet, BirGün, Halk TV, TELE 1, Gazete Duvar ile İsmail Saymaz ve Fatih Altaylı’nın en çok manipülasyon ve yalan haber üreten kurum ve kişiler olduklarının ortaya çıktığı iddia edildi.	Bir Twitter hesabından 1 Nisan 2023 tarihinde yapılan paylaşımda Cumhurbaşkanlığı İletişim Başkanlığı’nın 7 aylık bir çalışma yayınladığı ve bu çalışmaya göre Cumhuriyet, BirGün, Halk TV, TELE 1, Gazete Duvar ile İsmail Saymaz ve Fatih Altaylı’nın en çok manipülasyon ve yalan haber üreten kurum ve kişiler olduklarının ortaya çıktığı iddia edilmişti. İletişim Başkanlığı’nın 7 aylık bir Dezenformasyon Bülteni veya en fazla dezenformasyon üreten kişi veya kurumları gösteren herhangi bir istatistiği bulunmuyor. Bültenler incelendiğinde de ele alınan iddiaları paylaşan kişi veya kuruluşların isminin genellikle gizli tutulduğu görülmekte. Dolayısıyla konuya ilişkin sağlıklı bir istatistiğin İletişim Başkanlığı’nın dışında bir kişi veya kurum tarafından üretilmiş olması da mümkün değil.	yanlış
230	Bir Twitter hesabı tarafından 17 Aralık 2021 tarihinde yapılan paylaşımda Omicron kelimesinin etimolojik kökeninin “nihai son” ve “kıyamet” anlamına geldiği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda “omicron” kelimesinin etimolojik kökeninin “nihai son” ve “kıyamet” anlamına geldiği iddia edilmişti. Yunan alfabesinde günümüzdeki ‘o’ harfi için iki ayrı harf bulunuyordu, ‘küçük o’ anlamına gelen ve alfabenin 15. harfi olan “omikron” ; ve ‘büyük o’ anlamına gelen ve alfabenin son harfi olan “omega”. İki kelimenin de etimolojik kökeni incelendiğinde “nihai son” ve “kıyamet” gibi anlamlar ortaya çıkmıyor.	yanlış
489	Şehirlerin koronavirüse karşı helikopterlerle dezenfekte edileceği iddiası	Emniyet Genel Müdürlüğü şehirlerin helikopterle dezenfekte edileceği iddialarının doğru olmadığını açıkladı.Salgınının yayılmasını önlemek için, helikopterle dezenfeksiyon yapıldığına henüz dünyada da rastlanmadı.Çin’de, tarımda kullanılan ilaçlama droneları, kamusal alanları dezenfekte etmek için kullanılıyor.	yanlış
772	Macaristan AB'nin Türkiye'yi Barış Pınarı Harekatı'ndan dolayı uyardığı bildirisini veto etmedi	Macaristan, bildiriyi resmi olarak veto etmedi, ancak bildirinin kabulünün gecikmesine neden oldu.Bu fotoğrafları da içeren paylaşımları Teyit daha önce incelemiş ve iddia konusu fotoğraflarla ilgili bir de içerik hazırlamıştı.	yanlış
378	A Haber’in seçim analisti olarak ekrana çıkardığı Kenan Demir'in kebapçı olduğu iddiası	Kenan Demir’in sahibi olduğu ve Haziran 2018’de açılan “Sultan Kebap House” isimli restoran Kuzey Karolina’da bulunuyor.Ancak Kenan Demir restoranı 3 ay boyunca işletip daha sonra devretmiş. Şu anda bir telekomünikasyon şirketinde danışmanlık yapıyor.	doğru
288	Diyarbakır’daki kazıda bulunan rozet 3000 yıllık değil	"Arkeolojik kazıda bulunan rozetin 3000 yıllık olduğu iddiası yanlış. Rozet, ABD’nin amblemini taşıyor ve 250-300 yıl arası bir tarihe sahip olduğu düşünülüyor. Dolayısıyla 3000 yaşında olması imkansız.
Kazı alanına nasıl geldiği hakkında kesin bir bilgi olmayan rozet ABD’de yıllardır kullanılıyor. 3000 yıllık denmesinin sebebi bilginin yanlış bağlamıdır. Rozetin değil, Zerzevan Kalesi’nin M.Ö. 3000 yıllarına (Asurlular Dönemi) kadar gittiği düşünülmektedir."	yanlış
418	Bir Twitter hesabı tarafından 25 Ekim 2022 tarihinde yapılan paylaşımda, 70 yıldır “hastalanacağı korkusuyla” banyo yapmayan 94 yaşındaki bir adamın banyo yaptıktan sonra hastalanarak öldüğü iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda 70 yıldır “hastalanacağı korkusuyla”  banyo yapmayan 94 yaşındaki bir adamın banyo yaptıktan sonra hastalanarak öldüğü iddia edilmişti. Ancak İranlı bir haber kanalının ilk olarak paylaştığı haber bu bağlamda verilmemiş. Çevre halk yaşlı adamın küçükken yaşadığı bir olay sebebiyle yıkanmaktan korktuğunu söylüyor. Adamın yıllar sonra banyo yaptığı için hastalandığına yönelik bir kanıt bulunmuyor ve bu olaylar arasında yanlış yönlendirici bir nedensellik ilişkisi kuruluyor.	yanlış
674	Sosyal medya platformlarının anlaştığı ve tüm konuşmaların kaydedileceği iddiası	Avrupa, Kuzey Amerika ve Güney Amerika ülkelerinin hükümetlerinin almış olduğu böyle bir karar bulunmuyor.Hükümet mesajlarınızı kaydetmek istese dahi WhatsApp’ın uçtan uca şifreleme yöntemi nedeniyle üçüncü kişilerin mesajların kim tarafından gönderildiğini bulabilmesi mümkün değil.	yanlış
391	Le Monde Erdoğan’ı emperyalizme karşı savaştığı için öven cümleler yayınlamadı	Le Monde gazetesinde yer alan ifadeler övgü amacı taşımıyor.Tarihçi Olivier Bouquet’in yazısının bağlamından koparılarak aktarılan cümleler, övgüden ziyade bir durum değerlendirmesi yapıldığını gösteriyor.İçerik bir köşe yazısı ve Le Monde’un değil, yazarın görüşlerini yansıtıyor.	yanlış
592	BİM’de Covid-19 aşıları satıldığı iddiası	Türkiye’ye henüz CoronaVac dışında aşı gelmedi.Pfizer-BioNTech aşısı Türkiye’ye ulaştıktan sonra eczanelerden satın alınabilecek.BİM marketlerinin resmi sayfalarında aşı ile ilgili bir paylaşım yok.BİM Genel Merkezi’ndeki yetkili de kurumun aşı ya da ilaç satışı olmadığını doğruladı.	yanlış
498	Suudi Arabistan’da bazı ürünlerin üstüne 'Dokunmayın Türk ürünü' yazıldığı iddiası	Fotoğraf Suudi Arabistan’da bir markette çekilmiş.Hyper Panda isimli market Türkiye’ye karşı başlatılan boykot kampanyasına destek verdiğini açıklamış.Suudi Arabistan’ın Türk ürünlerine karşı resmi bir ambargo kararı almadı.Resmi bir karar olmasa da Türk ürünlerini boykot ettiğini açıklayan birçok kişi var.	doğru
138	DSÖ’nün Biden göreve geldikten hemen sonra PCR testlerinin yanlış pozitif sonuç verdiğini açıkladığı iddiası	DSÖ’nün açıklaması laboratuvar çalışanlarına testlerle birlikte gelen kullanıcı kılavuzlarını dikkatle okumalarını hatırlatan bir bilgi notu, açıklama değil.Notta PCR testlerinin yanlış pozitif sonuç verme olasılığının daha yüksek olduğu gibi bir bilgi yer almıyor.	yanlış
62	26 Eylül İstanbul depreminde 15 Temmuz Şehitler Köprüsü'nün çöktüğü iddiası	Fotoğrafta yer alan nesne köprünün bakımı için kullanılan ve yatay olarak hareket eden bir platform.Köprünün altında beliren ise Türk Silahlı Kuvvetlerini Güçlendirme Vakfının (TSKGV) 32’inci kuruluş yıl dönümü dolayısıyla köprüye astığı pankart.	yanlış
471	Kemal Kılıçdaroğlu’nun “sandığa gitmeyin” çağrısında bulunduğu iddiası	Kemal Kılıçdaroğlu yayın boyunca seçmenin sandığa gidip oy vermesi gerektiğini vurguluyor.Kılıçdaroğlu’nun “sandığa gitmeyin” dediği kısım bağlamından koparılmış.Kılıçdaroğlu, Türkiye Cumhuriyeti Devleti’nin anayasasının ilk dört maddesini değiştireceğiz diyen partiye, kişiye oy verme diyor.Ayrıca kendisine de oy vermek istemeyen milliyetçi seçmene o halde sandığa gitmeyin diyor.	yanlış
647	Pankartta 'İngiliz kadınlar Türk kadınlardan daha mı az değerli?' yazdığı iddiası	Fotoğrafın orijinaline Getty Images’ten ulaşılabiliyor. Fotoğraf Hulton Deutsch arşivinde yer alıyor.Fotoğraftaki pankartta “İngiliz kadınlar Türk kadınlardan daha mı az değerlidir” yazıyor.	doğru
128	2020’de yaşanan depremlerde en çok can kaybının Türkiye'de olduğu iddiası	2020 depremlerinde en çok can kaybı Türkiye’de yaşandı.	doğru
976	Tunç Soyer'in geçici iskeleye ‘Agamemnon’ adını verdiği iddiası	İzmir Pasaport İskelesi'nin adı değişmedi. Agamemnon yüzer iskelenin adı. Agamemnon yüzer iskelesi tadilat nedeniyle, geçici süreliğine Pasaport İskelesine getirilmiş.Yüzer iskeleye Agamemnon adı Tunç Soyer döneminde değil, 2017 yılında verilmiş.Agamemnon yüzer iskelesinin adı İzmir Balçova'da bulunan tarihi kaplıcalardan geliyor.	yanlış
520	17 Aralık 2022 Mardin mitingine katılım sayılarıyla ilgili iddialar	Bir metrekarede beş kişinin yan yana durduğu senaryoya göre alana sığabilecek maksimum insan sayısı yaklaşık 44 bin.Tören sırasında çekilen fotoğraflara göre hesaplama yaptığımızda alanda ortalama 37 bin yurttaşın olduğu söylenebilir. 	yanlış
838	Ekrem İmamoğlu Hasan Âli Yücel’in öz yeğeni değil	Teyit’in iletişime geçtiği İmamoğlu, Hasan Âli Yücel’le bir akrabalıklarının olmadığını belirtti.Hasan Âli Yücel’in kardeşi de bulunmuyor.	yanlış
962	Uzay ajanslarının bütçelerine dair iddialar	Türkiye Uzay Ajansı ve uluslararası diğer uzay ajanslarının bütçe karşılaştırmaları doğru.TUA’nın bütçeden aldığı 38 milyon TL, 5,4 milyon dolara tekabül ediyor. Ancak bakan Varank, kurumun tek gelir kaleminin bütçeden gelen miktar olmadığını belirtti.NASA, ESA, CSA, Roscosmos gibi kurumların da ay hedefleri var.	doğru
64	Putin’in 'Sadece Türkiye’ye gaz vereceğiz' dediği iddiası	Rusya Başkanı Putin’in açıklamasında altyazı değiştirilmiş.Kremlin’in yayınladığı konuşmanın tam metninde videodaki gibi bir açıklama yok.Putin'in açıklamalarına yer veren haber sitelerinde iddiadaki cümleler geçmiyor.	yanlış
812	Modern Noel Baba tasvirini Coca Cola’nın yarattığı iddiası	Noel Baba ya da Santa Claus efsanesinin izleri üçüncü yüzyılda yaşamış Aziz Nicholas adlı keşişe uzanıyor.1800'lerin ortalarında, Noel Baba zayıf ve uzun olarak tasvir ediliyordu.Noel Baba figürü bugünkü haline gelmesi, 1863'te karikatürist Thomas Nast’ın Harper’s Weekly dergisi için yaptığı çizimle başladı.Coca Cola’nın resmi sitesinde Noel Baba’nın ünlü kırmızı kıyafetinin Coca Cola’yla ilgisi olmadığına dair bilgilendirme var.	yanlış
14	Hindistan sinemalarında filmlerden önce ulusal marş okunacak	Hindistan’da Yüksek Mahkeme sinema salonlarında her filmden önce ulusal marşın çalınmasına karar verdi.Mahkemenin, filmlerden önce ulusal marş okunması kararına dair açıklamayı bir Hint televizyon kanalı olan India Today de gündeme getirdi.	doğru
156	“NeoCov” isminde öldürücülük oranı yüksek bir virüs keşfedildiği iddiası	Mers-Cov ile benzerlik gösteren NeoCov, yeni bir virüs değil. Yarasalarda bulunan bu virüsün, henüz insandan insana geçtiğine dair bilimsel bir kanıt yok	yanlış
40	Bir Twitter hesabının 16 Nisan 2023’te yaptığı paylaşımda Celal Şengör’ün, İstanbul depremi gerçekleştiğinde Türkiye’nin başında Muharrem İnce’nin olmasının gerektiğini söylediği iddia edildi.	Bir Twitter hesabının paylaşımında Celal Şengör’ün, İstanbul depremi gerçekleştiğinde Türkiye’nin başında Muharrem İnce’nin olmasının gerektiğini söylediği iddia edilmişti. Şengör’ün İnce’nin adaylığına dair herhangi bir açıklama, beyan ya da bu iddiadan başka söylenti yok. Buna dair bir kanıt bulunamıyor. Aksine, Şengör’ün İnce’ye dair yaptığı son açıklama, ünlü yer bilimcinin İnce’nin adaylığını desteklemediğini gösteriyor.	yanlış
492	Bir Twitter hesabı tarafından 28 Temmuz 2021 tarihinde yapılan paylaşımda PCR testinin influenza, grip, SARS ve MERS gibi virüsler sebebiyle de pozitif sonuç verdiği iddia edildi. 	Bir Twitter hesabı tarafından yapılan paylaşımda PCR testinin influenza, grip, SARS ve MERS gibi virüsler sebebiyle de pozitif sonuç verdiği iddia edilmişti. Ancak kullanım için onay alan bütün PCR testleri yanlış pozitif sonuç vermemesi için çapraz reaktivite sonuçlarını onay otoritesine iletmek zorunda. Bu sonuçlar da bu testlerin Covid-19 hastalığına sebep olan SARS-CoV-2 virüsünün genom dizisine özgü olduğunu gösteriyor. Çeşitli kamu sağlık otoriteleri, PCR testlerinin iddiadaki virüs ve bakteriler sebebiyle yanlış pozitif sonuç vermediği yönünde açıklamalarda da bulunmuş.	yanlış
379	"Togg’un ""Motorlu Taşıtlar Vergisi"" oranlarıyla ilgili iddialar"	T10X’in Motorlu Taşıtlar Vergisi 6 bin 452 lira 50 kuruş ila 25 bin 287 TL bandında değişiyor.Motorlu Taşıtlar Vergisi, Togg'un motor gücüne göre farklılık gösteriyor. Yakında satışa sunulacak modelde yıllık MTV 25 bini aşacak.	doğru
187	Alman çiftçilerin protestosunun pandemi ile ilgisi yok	Video, 26 Kasım 2019’da yani Covid-19 pandemisinden önceki bir tarihi gösteriyor. Çiftçiler, Alman hükümetinin tarım ile alakalı aldığı politik kararları protesto etmek için otoyolda kontak kapattı.	yanlış
763	Peru'da 2 bin yıllık kedi figürü keşfedildiği iddiası	Fotoğraf montaj değil, Peru’daki Nazca Çizgileri’ne aitNazca Çölü’nde yer alan bölgede 300’den fazla geometrik şekil ve hayvan figürü bulunuyor.	doğru
216	İzlanda'da insan şeklinde elektrik direkleri olduğu iddiası	Direkler gerçekte inşa edilmemişler.İlgili şirket görsellerin tasarım olduğunu ifade ediyor.	yanlış
791	Hindistan’da aşı yapılan ineklerin toplu şekilde öldüğü iddiası	Hindistan’da yaşanan toplu inek ölümlerin nedeni yumrulu deri hastalığı (lumpy skin disease) adlı viral enfeksiyon.Sosyal medyada yayılan görüntüler Rajasthan ve Gujarat eyaletlerindeki viral enfeksiyondan ölen ineklere ait.Toplu inek ölümleri ile ilgili ilk video 30 Temmuz 2022’de Hint gazeteci Kaushik Kanthecha tarafından yayınlanmış.Amerika Birleşik Devletleri Tarım Bakanlığı Dış Tarım Servisi’nin resmi web sitesinde Gujarat Eyaletinin çeşitli bölgelerinde sığırlarda yumru deri hastalığı salgını olduğunu bildiriliyor.İneklerin aşı yapıldıktan sonra aniden öldüğüne dair herhangi bir bilgiye ulaşılamıyor.	yanlış
52	The Simpsons dizisinin koronavirüsü ve aşıyı önceden bildirdiği iddiası	Hastalığın yaratıldığı anı gösterdiği iddia edilen görüntü, 22. sezon altıncı bölümde medyanın reyting için kedilerin hastalık bulaştırdığını iddia ettikleri sahneden alınmış.Bu bölümün yayınlandığı dönemde kuş gribi ve zika virüsü gündemdeydi. Bu sahne de bu hastalıklara ithafen hazırlanmış olabilir.Asker zoruyla aşı yapıldığını gösterdiği iddia edilen görüntü, beşinci sezon altıncı bölümde Homer’ın gönüllü bir deneye katılışını gösteriyor.Sahnelerin koronavirüs ile bağlantısı bulunmuyor.	yanlış
878	BlackLivesMatter protestolarında polislerin kelepçelediği kişinin FBI ajanı çıktığı iddiası	Görüntüdeki polislerin bağlı bulunduğu Rochester Polis Departmanı da olayın 2019’dan olduğunu ve kişinin FBI ajanı olmadığını açıkladı.	yanlış
337	Papa’nın bir çekim sırasında ortadan kaybolduğu iddiası	Görüntüler manipüle edilmiş.Papa pencerede görülmesinin ardından 17 Nisan tarihinde bir ayini de yönetti.	yanlış
748	Saat 17’de seçmen sırasında bulunanların oy kullanabileceği iddiası	135 sayılı genelgenin 25.maddesine göre, oy vermenin bitiş saati olan 17’de sandık başında oy vermeyi bekleyen seçmen varsa, sandık görevlileri tarafından kimlikleri toplanıyor ve oy verebiliyor.Konuyla ilgili İstanbul Barosu da bir açıklama yaparak, sırada bekleyen seçmenin oy kullanabileceğini belirtti.	doğru
719	Bir Twitter hesabı tarafından 22 Mart 2022 tarihinde yapılan paylaşımda, yüzücü Reka Gyorgy’nin, Lia Thomas ile ilgili yaptığı paylaşım yüzünden Twitter hesabının askıya alındığı iddia edildi. 	Bir Twitter hesabı tarafından yapılan paylaşımda yüzücü Reka Gyorgy’nin, Lia Thomas ile ilgili yaptığı paylaşım yüzünden Twitter hesabının askıya alındığı iddia edilmişti. Ancak Reka Gyorgy’nin bir Twitter hesabı bulunmuyor ve söz konusu paylaşım yüzücüyü taklit eden bir hesap tarafından yapılmış. Twitter’ı temsil eden bir sözcü de, hesabın askıya alınmasının sebebinin, kullanıcının platform manipülasyonu ve spam politikasını, özellikle sahte hesapların oluşturulmasını ihlal ettiği için olduğunu açıklamış.	yanlış
724	Uygulanmakta olan Covid-19 aşılarının kullanım ömrünün bittiği iddiası	Pfizer/BioNTech Covid-19 aşı flakonlarının son kullanma tarihi -90°C ila -60°C'de saklanması koşuluyla üç ay daha uzatıldı.Aşıların son kullanma tarihi, bir dizi güvenlik testinden geçerek uzatılıyor.Benzer uygulamalar sadece Türkiye’de değil ABD, Almanya gibi ülkelerde de var.Sağlık Bakanlığı da yaptığı açıklamada Paul Ehrlich Enstitüsü’nün aşıların raf ömrünü uzatan onayı doğrultusunda aşıların son kullanma tarihinin uzatıldığını açıkladı.Aşılardaki Çince etiketin nedeni ise, ilkin bir Uzakdoğu ülkesi için üretilmiş olmaları.	yanlış
295	İsviçre Sağlık Bakanı'nın hastanedeki cansız mankenleri ziyaret ettiği iddiası	İsviçre Sağlık Bakanı Alain Berset’in manken ziyareti kurmaca değil.Fotoğraflar bakanın bir hastaneyi ziyareti sonrasında eğitim sınıfında kaydedilmiş.	yanlış
701	Bir Instagram sayfası tarafından 28 Nisan 2021 tarihinde yapılan paylaşımda Dünya Sağlık Örgütü’nün yaptığı araştırmaya göre cinayetlerin %85’i, tecavüzlerin %50’si, şiddet olaylarının %50’si, trafik kazalarının %60’nın, kadına şiddet olaylarının %70’nin nedeni alkol olduğu iddia edildi.	Bir Instagram sayfası tarafından yapılan paylaşımda Dünya Sağlık Örgütü’nün yaptığı araştırmaya göre cinayetlerin %85’i, tecavüzlerin %50’si, şiddet olaylarının %50’si, trafik kazalarının %60’nın, kadına şiddet olaylarının %70’nin nedeni alkol olduğu iddia edilmişti. İddia 2015 yılında Yeşilay’ın yılbaşı öncesi yayınladığı yazı aracılığı ile yayılmış. Dünya Sağlık Örgütü’nün raporları incelendiğinde 2015 yılında 30 ülkenin katıldığı bir araştırma yayınlamadığı görülüyor. Alkol tüketiminin sosyal maliyetlerini konu edinen 2014 tarihli “Global Status Report on Alcohol and Health” raporunda da iddiada dile getirilen oranlar bulunmuyor. Alkol tüketimi ile iddiada dile getirilen sosyal maliyetler arasındaki ilişkiyi araştıran birçok araştırma bulunsa da iddiada dile getirilen netlikte ve oranlarda geçerli bir araştırmaya rastlanmadı.	yanlış
251	4 ayda 434 kişinin intihar ettiği iddiası	Basına yansıyan haberlerin sayısı, CHP araştırmasıyla örtüşüyor. Dahası 2019 verileri de, 434 rakamını destekler nitelikte. Resmi bir veri veya bir rapora rastlanamamasına karşın Meral Akşener ve Gamze Taşçıer’in dile getirdiği 434 intihar vakası iddiası doğru kabul edilebilir.	doğru
726	İstanbul Büyükşehir Belediyesi’nin Hamidiye markasıyla rakı ürettiği iddiası	İşletmenin alkollü içki üretim ya da dağıtım izni bulunmuyor.Paylaşımlarda kullanılan görsel ise montajlanarak hazırlanmış ve şişenin orijinalinde Mey İçki’nin Yeni Rakı adlı ürünü görünüyor.	yanlış
461	@gulderenmp adlı hesabın Memleket Partisi’den Gülderen Zeğerek Özafacan’a ait olduğu iddiası	@gulderenmp kullanıcı adını taşıyan hesap Gülderen Zeğerek Özafacan’a ait değil.Hesabın ID numarası araştırıldığında daha önce Memleket Partisi’nden başka isimleri de taklit ettiği anlaşılıyor.İstifa dilekçesinin altındaki imza, internette rastlanan imza tasarımlarından.Gülderen Zeğerek Özafacan resmi Twitter hesabından istifa iddialarının doğru olmadığını açıkladı.Özafacan partisinin 13 Nisan tarihindeki aday tanıtım toplantısındaydı.	yanlış
455	Bir Twitter hesabı tarafından 8 Ekim 2021 tarihinde yapılan bir paylaşımda Avustralya’nın New South Wales Eyaleti Başbakanı Gladys Berejiklian’ın ilaç şirketlerinden rüşvet aldığı için istifa ettiği iddia edildi.	Bir Twitter hesabı tarafından yapılan bir paylaşımda Avustralya’nın New South Wales Eyaleti Başbakanı Gladys Berejiklian’ın ilaç şirketlerinden rüşvet aldığı için istifa ettiği iddia edilmişti. ICAC tarafından yapılan açıklamada soruşturmanın nedeni bazı derneklere usulsüz bir şekilde para aktarılması olduğu görülüyor. İstifanın nedeni olarak ilaç şirketlerinden hiçbir şekilde bahsedilmiyor.	yanlış
996	Plastik tabut koruyucu kapakların pandemi ile ilgisi yok	Görsellerdeki plastik kapların, ABD’nin resmi kurumu FEMA tarafından “ceset kampı” olarak kullanılmak için konulduğu iddiası yanlıştır. Söz konusu plastik kaplar, tabutların dış yüzeyinin korunması kullanılıyor. Vantage Products şirketinin bunları üretip arazisinde depoladığı biliniyor. Bu komplo teorisinin Barrack Obama döneminde de “Ebola virüsü” ile ilişkilendirilendiği görülüyor. Tabut kaplarının Ebola ya da Covid ile bir ilgisi yok.	yanlış
815	Almanya’da Lidl’ın 599 euroya Türkiye’de tatil sattığı iddiası	Lidl’ın seyahat sitesindeki broşürden kişi başı 599 euroya her şey dahil tatil paketine ulaşılabiliyor.599 Euro’dan başlayan fiyat belli tarihler aralığında ve en az iki kişi için geçerli.Bir kullanıcının sosyal medyada paylaştığı ve kataloğu gösterdiği videoda da bu bilgi doğrulanabiliyor.	doğru
862	Yeni koronavirüsle ilgili tespitler içeren metnin doktor Mehmet Öz’e ait olduğu iddiası	Öz’ün ne Facebook sayfası, ne de internet sitesinde bu ifadelerin yer aldığı bir yazı yok.Metin içerisinde geçen birçok tespit de doğru değil.	yanlış
269	Terlikten çıkan zorla çalıştırıldığını söyleyen ve yardım isteyen Uygur'a ait olduğu iddia edilen not	Ürünün etiketli haline internet üzerinden ulaşılabiliyor. Bu etiketlerde terliğin Vietnam yapımı olduğu yazıyor.Open Source Map’te The North Face ürünlerinin büyük bir kısmının Vietnam'da üretildiği görülüyor.Teyit’in ulaştığı VF Corporation yetkilileri ürünün Çin’de hiç bulunmadığını açıkladı.Teyit, Instagram’da iddia görselini The North Face’in resmi hesabını etiketleyerek paylaşan zourab_malsagov kullanıcısına ulaştı, ancak henüz yanıt alamadı.	yanlış
201	İzmir’de bombalı araç ve canlı bomba uyarısı yapıldığı iddiası	İddia eski tarihli ve aynı metinle 2016 yılında da dolaşıma sokulmuş.Görüşülen emniyet yetkilileri de, herhangi bir bomba uyarısı yapılmadığını ifade etti.	yanlış
161	The Simpsons'ın Greta Thunberg-Donald Trump karşılaşmasını öngördüğü iddiası	Lisa Simpson bu sahneye montajlanarak eklenmiş.İddia konusu sahne dizinin 2016 yılında yayınlanan “The Debateful Eight” isimli özel bölümünden alınmış	yanlış
555	Sırbistan’ın Dukat köyündeki okulun tek bir öğrenci için yeniden açıldığı iddiası	Fotoğraf Sırbistan’ın Dukat köyündeki okulu gösteriyor.Dukat köy okuluna kayıtlı tek öğrenci Nikolina Nikolić.	doğru
729	Grafik koronavirüsün diğer salgınlardan daha tehlikeli olduğunu göstermiyor	Yaygınlaşan videoda daha önce YouTube’da Abacaba isimli bir kanal tarafından paylaşılan videonun tamamı alınmamış.Videonun tamamı izlendiğinde, salgının gidişatının geçmişteki diğer salgınlara kıyasla “korkutucu” olmadığının özellikle ifade edilmeye çalışıldığı anlaşılıyor.	yanlış
401	BİM, A101 ve Şok marketlerin kalıcı olarak kapanacağı iddiası	Ticaret Bakanlığı’nın tedarik ve dağıtım kooperatifi düzenlemesi ile zincir mağazalarla rekabette zorlanan perakendeci esnafın desteklenmesi amaçlanıyor.Zincir marketlerin açılışı, faaliyeti gibi düzenlemeler bu modelde yer almıyor.	yanlış
702	Ankara’da asbestli su borularının yenilenmesinin AK Partili ve MHP’li üyelerin oylarıyla reddedildiği iddiası	Kredi talebi, 8 Mayıs 2020’de gerçekleştirilen belediye meclisi toplantısında AK Parti ve MHP üyelerinin oy çokluğu ile reddedildi.İddialarda yer alan görüntülerin eski tarihli ve farklı şehirlerden olma ihtimali olsa da, bu Ankara’da asbestli içme suyu boruları kullanılmadığı anlamına gelmiyor.	doğru
476	İstanbul Havalimanı'nın şantiye alanını su bastığı iddiası	Fotoğraf ve videolar havalimanın yapımını ve işletmesini üstlenen İGA’nın Akpınar’daki yerleşke alanına ait.İstanbul Havalimanı terminal binasına yaklaşık 9 kilometre uzaklıkta bulunan alanda işçilerin kaldıkları binalar ve bazı sosyal tesisler bulunuyor.	doğru
821	Bir Instagram sayfası tarafından 9 Temmuz 2021 tarihinde yapılan paylaşımda virüslerin mutasyon sebebiyle daha tehlikeli hale gelmediği, mutasyonların virüsleri daha bulaşıcı ancak daha az ölümsüz hale getirdiği iddia edildi. Paylaşımda söz konusu iddiaların Kelly Victory isimli bir doktor tarafından yapıldığı belirtiliyor.	Bir Instagram sayfası tarafından yapılan paylaşımda virüslerin mutasyon sebebiyle daha tehlikeli hale gelmediği, mutasyonların virüsleri daha bulaşıcı ancak daha az ölümcül hale getirdiği iddia edilmişti. Paylaşımda söz konusu iddiaların Kelly Victory isimli bir doktor tarafından yapıldığı belirtiliyor. Dr. Kelly Victory, Temmuz 2020’de “koronavirüs gerçekleri” temalı tartışmalı bir YouTube videosu yayınlamasının ardından sıklıkla gündeme geldi. Lead Stories tarafından uzmanlar ve doktorlar yardımıyla incelenen videoda 10’u aşkın yanlış bilgi tespit edilmişti. Kelly Victory tarafından yapılan virüslerin mutasyonla her zaman daha bulaşıcı ve daha az öldürücü olacağı iddiası ise doğru değil. Hayvanları veya insanları etkileyen, daha öldürücü hale gelmek üzere evrimleşmiş ve ölüm oranının artmasına neden olabilen çok sayıda virüs örneği bulunuyor. Bir virüs, virüs için seçici avantaj sağlayacak şekilde mutasyona uğrayabilir ve bu virülansın artması ya da azalmasıyla sonuçlanabilir.Virüsler aynı zamanda, tedavi edilmelerini zorlaştıran ve bu nedenle onları daha ölümcül hale getiren belirli antivirallere karşı da direnç geliştirebilir. Bu durumun örnekleri grip virüsleri, HIV ve bazı Hepatit C virüslerinde görüldü. Bath Üniversitesi Milner Evrim Merkezi'nde mikrobiyal evrim profesörü Prof. Feil, Dr. Kelly Victory’nin iddiasını yanlışlarken; zika virüsü, hepatit B ve köpek ve fosin (mühür) distemper virüslerinde virülansın artmasına neden olan mutasyonları tanımlayan çalışmalara atıfta bulunuyor.	yanlış
771	Kaftancıoğlu'nun “Terör örgütü propagandası yapanlarla barışı getireceğiz” dediği iddiası	Videoda Canan Kaftancıoğlu’nun sözleri başından ve sonundan kırpılmış.Kaftancıoğlu terör örgütü mensuplarıyla barışmaktan ve birlikte yönetmekten bahsetmiyor.Kaftancıoğlu’nun sözleri zaman zaman muhalefete terör üzerinden eleştiriler yapan Erdoğan’a yönelik.	yanlış
105	Bir Twitter hesabı tarafından 22 Ocak 2022 tarihinde yapılan paylaşımda DSÖ başkanının bir konuşmasında hatırlatma dozunun “çocukları öldüreceğini” söylediği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Dünya Sağlık Örgütü Başkanı Tedros Adhanom Ghebreyesus’un yaptığı bir konuşmada Covid-19 aşılarının hatırlatma dozunun “çocukları öldüreceği” şeklinde bir cümlesi olduğu iddia edilmişti. Ancak videonun tamamı izlendiğinde Tedros’un aslında “to kill children” demediği, “children” kelimesini telaffuz ederken “cil” şeklinde kekelediği an dilinin sürçtüğü duyuluyor.	yanlış
